aX,aY,aZ,gX,gY,gZ
0.063,-0.927,0.983,32.471,-12.390,-23.071
0.054,-0.918,0.960,30.518,-18.005,-21.912
0.049,-0.920,0.931,26.550,-23.376,-18.921
-0.002,-0.952,0.898,27.405,-28.748,-16.724
-0.095,-0.981,0.873,24.475,-33.264,-15.320
-0.138,-0.965,0.829,19.958,-36.316,-13.123
-0.189,-0.978,0.764,17.273,-37.659,-10.437
-0.227,-1.020,0.688,19.104,-35.950,-8.606
-0.251,-1.013,0.615,20.569,-31.738,-7.507
-0.261,-1.002,0.561,22.766,-24.414,-6.775
-0.265,-1.030,0.541,27.222,-15.259,-6.714
-0.260,-1.049,0.534,29.663,-5.188,-7.385
-0.250,-1.031,0.550,27.222,5.066,-8.545
-0.245,-1.009,0.576,26.001,16.663,-9.399
-0.236,-1.007,0.586,28.015,29.236,-11.353
-0.219,-0.989,0.592,24.536,41.321,-13.733
-0.202,-0.968,0.610,18.066,53.528,-16.052
-0.190,-0.949,0.632,11.719,64.453,-17.761
-0.177,-0.930,0.643,5.554,73.242,-19.165
-0.152,-0.912,0.644,1.343,80.444,-20.569
-0.120,-0.886,0.649,-3.052,85.388,-20.874
-0.088,-0.863,0.662,-5.005,87.891,-20.386
-0.061,-0.857,0.677,-2.380,87.769,-19.226
-0.036,-0.855,0.685,-0.183,85.999,-17.273
-0.018,-0.853,0.688,0.061,83.374,-14.587
-0.009,-0.857,0.685,0.916,81.116,-12.024
-0.005,-0.856,0.683,0.610,79.041,-8.728
0.003,-0.862,0.687,-2.258,76.477,-6.226
0.018,-0.881,0.698,-4.578,73.730,-4.822
0.024,-0.902,0.718,-7.324,70.984,-4.272
0.033,-0.926,0.720,-10.986,67.688,-4.517
0.030,-0.921,0.707,-16.235,64.636,-5.127
0.006,-0.884,0.692,-23.071,62.012,-4.700
-0.011,-0.874,0.682,-27.466,60.242,-2.747
-0.018,-0.877,0.678,-28.564,58.105,0.000
-0.017,-0.885,0.683,-26.917,54.688,2.686
-0.001,-0.888,0.678,-24.109,51.025,5.127
0.021,-0.883,0.668,-20.447,46.692,7.874
0.045,-0.871,0.656,-14.282,43.152,10.315
0.053,-0.859,0.656,-5.188,41.199,12.695
0.056,-0.856,0.660,0.671,40.588,15.503
"",,,,,
-0.768,-0.741,0.544,-6.531,-79.834,4.517
-0.763,-0.544,0.570,-25.940,-83.557,-20.874
-0.544,-0.578,0.562,-30.884,-84.351,-27.832
-0.387,-0.709,0.502,-28.198,-85.693,-31.799
-0.242,-0.755,0.563,-22.400,-81.970,-39.917
-0.186,-0.642,0.618,-39.978,-77.026,-46.936
-0.113,-0.532,0.591,-64.514,-73.975,-50.354
0.012,-0.432,0.521,-77.454,-70.129,-50.598
0.141,-0.464,0.632,-75.989,-63.965,-47.424
-0.026,-0.452,0.715,-80.444,-60.486,-40.466
-0.090,-0.327,0.609,-94.177,-61.890,-33.813
-0.130,-0.307,0.579,-92.346,-59.204,-26.794
-0.209,-0.353,0.601,-88.623,-53.650,-19.348
-0.212,-0.372,0.651,-86.548,-47.424,-16.113
-0.186,-0.354,0.684,-83.069,-42.847,-15.503
-0.170,-0.321,0.716,-72.693,-38.574,-15.137
-0.162,-0.312,0.734,-56.091,-34.424,-13.550
-0.129,-0.345,0.731,-39.307,-29.541,-11.169
-0.090,-0.373,0.750,-22.034,-24.963,-8.789
-0.078,-0.383,0.775,-7.446,-20.508,-6.104
-0.083,-0.390,0.771,3.235,-17.212,-3.601
-0.089,-0.385,0.748,14.771,-14.771,-0.793
-0.076,-0.422,0.759,26.428,-11.230,2.930
-0.073,-0.473,0.840,35.522,-9.094,6.348
-0.100,-0.494,0.889,35.461,-11.047,9.033
-0.146,-0.500,0.896,29.663,-15.015,11.292
-0.193,-0.497,0.887,22.705,-17.700,12.939
-0.202,-0.501,0.868,18.188,-20.020,13.916
-0.193,-0.520,0.834,16.541,-21.545,14.282
-0.180,-0.545,0.816,16.296,-22.583,14.160
-0.182,-0.566,0.798,15.991,-23.560,13.794
-0.177,-0.592,0.765,16.663,-24.109,12.756
-0.156,-0.654,0.726,18.799,-23.010,10.742
-0.160,-0.667,0.742,21.179,-20.386,7.141
-0.244,-0.619,0.786,17.578,-18.738,3.479
-0.279,-0.569,0.781,10.986,-18.066,1.465
-0.269,-0.550,0.763,8.057,-17.578,0.488
-0.262,-0.546,0.757,8.423,-16.907,0.671
-0.264,-0.543,0.755,8.606,-16.357,1.038
-0.266,-0.547,0.746,8.667,-14.893,1.526
-0.261,-0.548,0.745,8.118,-13.550,1.831
-0.268,-0.555,0.754,6.470,-12.085,1.892
-0.270,-0.563,0.768,3.540,-10.437,1.953
-0.266,-0.561,0.778,0.793,-8.911,0.916
-0.263,-0.547,0.780,-0.427,-8.118,-0.244
-0.262,-0.533,0.778,-0.427,-7.751,-0.977
-0.262,-0.531,0.779,0.183,-7.751,-1.465
-0.264,-0.536,0.776,1.770,-7.874,-1.526
-0.264,-0.539,0.767,3.113,-7.935,-0.916
-0.266,-0.540,0.758,4.150,-7.935,-0.366
-0.266,-0.538,0.763,4.395,-7.324,0.366
-0.277,-0.540,0.774,4.333,-7.019,0.732
-0.292,-0.534,0.783,4.089,-6.226,1.221
-0.302,-0.526,0.782,4.456,-5.859,1.709
-0.302,-0.525,0.780,5.310,-5.920,2.502
-0.296,-0.531,0.783,7.019,-6.042,3.296
-0.285,-0.541,0.787,7.751,-6.531,3.967
-0.284,-0.548,0.784,7.568,-7.263,4.578
-0.284,-0.555,0.782,7.385,-7.812,5.127
-0.290,-0.563,0.786,6.042,-7.935,5.127
-0.294,-0.563,0.798,4.578,-7.812,5.066
-0.295,-0.553,0.809,3.113,-8.240,5.249
-0.298,-0.543,0.822,3.418,-9.399,5.615
-0.302,-0.535,0.819,5.310,-11.414,5.920
-0.313,-0.530,0.804,7.446,-13.550,6.470
-0.317,-0.524,0.793,9.338,-14.832,7.263
-0.318,-0.517,0.787,10.803,-15.747,7.812
-0.318,-0.528,0.780,11.719,-17.029,9.277
-0.307,-0.554,0.759,11.169,-17.761,11.353
-0.305,-0.579,0.750,8.179,-17.090,12.329
-0.303,-0.582,0.755,3.845,-15.930,12.634
-0.296,-0.574,0.767,-0.183,-14.893,12.573
-0.292,-0.548,0.779,-1.648,-14.648,12.329
-0.291,-0.526,0.795,0.305,-15.564,12.817
-0.291,-0.505,0.799,3.845,-17.151,14.099
-0.300,-0.499,0.810,7.996,-18.555,16.418
-0.316,-0.472,0.845,14.465,-19.958,18.433
-0.333,-0.451,0.862,25.146,-23.682,20.508
-0.338,-0.464,0.854,36.621,-29.175,23.682
-0.330,-0.495,0.830,45.654,-34.058,26.855
-0.322,-0.530,0.798,54.810,-38.086,29.358
-0.309,-0.573,0.747,61.829,-41.077,30.334
-0.300,-0.617,0.696,62.866,-42.053,30.579
-0.268,-0.631,0.675,61.035,-41.809,29.480
-0.248,-0.640,0.718,60.181,-40.894,28.137
-0.261,-0.650,0.770,62.805,-42.542,27.832
-0.280,-0.662,0.775,67.139,-46.753,27.954
-0.285,-0.664,0.800,72.693,-51.331,27.893
-0.290,-0.681,0.752,80.444,-56.824,28.259
-0.315,-0.696,0.652,95.520,-62.927,28.137
-0.414,-0.783,0.408,106.140,-67.505,29.053
-0.525,-0.908,0.079,86.426,-64.209,31.860
-0.526,-0.914,0.222,27.344,-49.133,35.217
-0.443,-0.908,0.465,-15.686,-34.668,34.973
-0.306,-0.897,0.620,-18.799,-30.945,32.715
-0.240,-0.833,0.668,-6.775,-36.560,32.715
-0.310,-0.832,0.723,2.808,-45.288,34.912
-0.311,-0.856,0.775,14.221,-53.650,35.400
-0.322,-0.838,0.718,32.043,-58.105,29.541
-0.358,-0.765,0.668,55.786,-54.932,21.179
-0.365,-0.787,0.633,85.144,-47.852,16.724
-0.312,-0.693,0.599,115.906,-40.344,14.526
-0.329,-0.890,0.592,145.386,-34.119,10.620
-0.324,-0.981,0.457,161.072,-28.748,6.714
-0.329,-1.031,0.406,156.677,-20.874,6.531
-0.350,-1.007,0.354,146.423,-12.695,9.338
-0.374,-1.033,0.326,136.414,-4.272,14.893
-0.409,-1.018,0.290,122.742,2.808,19.531
-0.408,-1.028,0.273,106.018,8.423,23.682
-0.393,-1.023,0.257,87.158,10.559,26.428
-0.320,-1.135,0.303,59.265,13.306,28.809
-0.355,-0.871,0.389,24.536,35.522,40.222
-0.415,-1.057,0.301,69.885,38.025,44.250
-0.323,-1.059,0.276,64.819,32.654,45.837
-0.272,-1.023,0.288,52.490,28.137,44.250
-0.126,-1.069,0.260,31.433,26.062,45.288
-0.185,-0.938,0.204,-5.554,24.597,44.617
-0.360,-0.959,0.219,-17.212,15.808,33.875
-0.402,-0.980,0.298,-9.583,2.869,20.447
"",,,,,
-0.260,-1.002,1.244,-562.500,285.767,196.594
0.066,0.173,0.891,-295.471,314.209,109.802
0.220,0.908,1.084,-151.062,337.585,35.522
0.376,0.520,1.746,-10.681,326.721,18.616
0.454,0.226,1.820,44.800,311.951,19.775
0.400,-0.000,1.707,36.316,296.143,20.081
0.256,-0.211,1.660,53.345,277.893,13.123
0.228,-0.271,1.552,95.642,255.798,5.920
0.254,-0.208,1.356,139.771,233.887,4.517
0.267,-0.147,1.125,165.833,214.966,7.202
0.245,-0.139,0.911,174.194,198.914,11.658
0.197,-0.199,0.752,166.565,185.303,15.930
0.143,-0.277,0.665,142.212,174.500,17.883
0.112,-0.318,0.622,106.995,164.612,17.212
0.128,-0.257,0.609,72.876,155.029,13.794
0.190,-0.125,0.552,47.363,146.057,10.010
0.289,-0.033,0.511,27.161,138.062,8.179
0.369,-0.117,0.600,7.568,131.165,9.399
0.455,-0.242,0.836,-30.640,122.925,14.648
0.579,-0.135,1.016,-91.675,109.802,26.428
0.673,0.074,1.194,-137.634,91.980,49.316
0.762,0.305,1.450,-175.476,72.205,85.205
0.819,0.376,1.657,-206.055,53.223,126.526
0.827,0.426,1.752,-210.266,37.476,162.659
0.945,0.471,1.908,-184.448,24.780,185.486
0.979,0.293,1.746,-125.427,15.137,190.918
0.875,0.130,1.442,-79.285,12.085,181.030
0.668,0.149,1.365,-64.026,13.489,161.377
0.587,0.251,1.311,-70.496,13.489,141.235
0.634,0.373,1.267,-85.266,13.062,124.817
0.742,0.545,1.271,-94.482,14.648,111.816
0.808,0.551,1.265,-98.389,19.043,102.356
0.774,0.472,1.262,-108.887,24.109,92.529
0.706,0.382,1.265,-118.958,29.907,81.909
0.672,0.212,1.216,-121.521,36.743,72.571
0.656,0.106,1.182,-119.507,44.983,62.195
0.688,0.158,1.189,-109.009,52.734,49.927
0.708,0.280,1.235,-94.177,57.129,43.823
0.708,0.409,1.280,-80.872,57.678,47.424
0.708,0.484,1.289,-68.787,53.406,57.739
0.724,0.499,1.255,-58.044,45.288,70.068
0.743,0.498,1.176,-47.302,36.011,78.674
0.761,0.499,1.071,-34.241,27.405,81.665
0.759,0.514,0.967,-19.226,20.874,79.590
0.730,0.539,0.892,-3.540,17.456,73.853
0.723,0.558,0.840,11.902,14.648,67.261
0.732,0.580,0.802,20.325,10.681,62.195
0.764,0.603,0.748,24.658,6.653,58.411
0.757,0.574,0.715,32.959,6.836,51.880
0.759,0.557,0.729,30.273,7.141,44.617
0.766,0.564,0.719,20.813,1.282,36.865
0.754,0.613,0.705,10.254,-5.737,27.893
0.742,0.644,0.710,2.197,-11.536,19.714
0.745,0.650,0.731,-3.113,-15.930,12.573
0.744,0.631,0.769,-10.193,-20.203,7.263
0.755,0.619,0.801,-22.095,-24.170,4.456
0.763,0.636,0.834,-34.363,-29.358,3.113
0.752,0.676,0.880,-41.809,-36.560,1.587
0.734,0.717,0.921,-41.260,-46.387,0.122
0.741,0.729,0.933,-35.706,-57.495,-1.709
0.758,0.725,0.903,-33.020,-68.787,-3.113
0.776,0.693,0.841,-32.837,-77.148,-3.784
0.763,0.674,0.772,-31.738,-79.712,-5.371
0.729,0.694,0.710,-27.893,-76.416,-9.155
0.683,0.709,0.662,-22.217,-68.604,-12.390
0.639,0.724,0.628,-15.259,-58.289,-13.977
0.602,0.731,0.601,-8.972,-47.241,-13.184
0.578,0.729,0.590,-5.249,-35.522,-10.254
0.561,0.717,0.601,-3.540,-24.414,-6.226
0.550,0.702,0.637,-2.563,-14.404,-2.075
0.547,0.697,0.682,0.061,-7.019,1.099
0.544,0.693,0.727,4.028,-2.014,2.747
0.552,0.686,0.764,7.141,0.427,3.540
0.562,0.680,0.791,7.202,0.549,4.822
0.563,0.671,0.799,4.517,-1.526,6.897
0.552,0.661,0.789,0.366,-5.066,9.888
0.537,0.642,0.765,-3.906,-9.338,12.817
0.526,0.624,0.737,-7.141,-12.817,15.808
0.503,0.617,0.709,-10.498,-15.381,18.250
0.502,0.599,0.677,-11.108,-17.029,20.386
0.503,0.582,0.653,-14.587,-17.639,22.522
0.491,0.570,0.630,-21.301,-16.541,23.499
0.481,0.559,0.613,-25.269,-14.465,23.254
0.464,0.557,0.604,-31.494,-11.536,22.339
0.443,0.565,0.602,-34.912,-7.080,20.508
0.435,0.571,0.615,-32.959,-3.357,18.921
0.429,0.575,0.630,-32.349,-0.793,18.616
0.424,0.586,0.631,-35.217,2.136,18.250
0.417,0.599,0.641,-34.302,4.761,17.761
0.411,0.602,0.652,-30.396,6.653,17.517
0.406,0.598,0.660,-26.245,7.935,17.639
0.399,0.590,0.664,-23.193,9.033,17.273
0.392,0.581,0.669,-19.958,9.827,16.602
0.384,0.574,0.675,-17.334,9.521,15.137
0.379,0.565,0.682,-15.503,8.728,13.489
0.378,0.555,0.689,-14.893,7.202,11.841
0.377,0.552,0.694,-15.747,4.395,10.254
0.379,0.549,0.693,-17.517,1.526,8.545
0.382,0.555,0.688,-19.897,-1.587,7.141
0.385,0.565,0.681,-21.545,-4.150,5.371
0.385,0.577,0.674,-22.339,-6.165,3.113
0.385,0.586,0.665,-21.973,-7.874,1.221
0.384,0.589,0.652,-20.935,-9.033,-0.061
0.383,0.589,0.644,-19.958,-9.399,-1.038
0.380,0.593,0.642,-18.799,-9.155,-1.953
0.376,0.595,0.642,-17.700,-8.667,-2.869
0.374,0.595,0.643,-17.029,-8.484,-3.906
0.370,0.598,0.645,-16.663,-7.935,-4.761
0.367,0.606,0.649,-16.357,-7.324,-5.676
0.362,0.618,0.651,-16.235,-7.202,-6.531
0.360,0.630,0.652,-15.808,-7.080,-7.202
0.363,0.643,0.654,-15.320,-6.958,-7.629
0.364,0.658,0.658,-14.587,-6.409,-7.812
0.365,0.667,0.659,-13.367,-5.981,-7.202
0.365,0.668,0.656,-12.207,-5.432,-6.348
0.362,0.664,0.648,-11.230,-4.639,-5.493
0.356,0.659,0.639,-10.071,-3.479,-4.944
0.349,0.661,0.635,-9.033,-2.258,-4.883
0.343,0.668,0.634,-7.812,-0.916,-5.066
"",,,,,
